Name,Province,Region,Start Date,End Date,Currently Active
Cariboo District,British Columbia,,1871-05-16,1872-07-07,Not Active
New Westminster District,British Columbia,,1871-05-16,1872-07-07,Not Active
Vancouver Island,British Columbia,Vancouver Region,1871-05-16,1872-07-07,Not Active
Victoria District,British Columbia,,1871-05-16,1872-07-07,Not Active
Yale District,British Columbia,,1871-05-16,1872-07-07,Not Active
Bruce South,Ontario,,1867-08-06,1882-05-16,Not Active
Cornwall,Ontario,,1867-08-06,1882-05-16,Not Active
Essex,Ontario,,1867-08-06,1882-05-16,Not Active
Huron Centre,Ontario,,1872-07-08,1882-05-16,Not Active
Huron North,Ontario,,1867-08-06,1882-05-16,Not Active
Lambton,Ontario,,1867-08-06,1882-05-16,Not Active
Lincoln,Ontario,,1867-08-06,1882-05-16,Not Active
Muskoka,Ontario,,1872-07-08,1882-05-16,Not Active
Niagara,Ontario,,1867-08-06,1882-05-16,Not Active
Stormont,Ontario,,1867-08-06,1882-05-16,Not Active
Chambly,Quebec,,1867-08-06,1893-03-31,Not Active
Brant North,Ontario,,1867-08-06,1896-04-23,Not Active
Cariboo,British Columbia,,1872-07-08,1896-04-23,Not Active
Iberville,Quebec,,1867-08-06,1896-04-23,Not Active
King's County,Prince Edward Island,,1873-06-26,1896-04-23,Not Active
Laprairie,Quebec,,1867-08-06,1896-04-23,Not Active
Montreal Centre,Quebec,,1867-08-06,1896-04-23,Not Active
Montreal East,Quebec,,1867-08-06,1896-04-23,Not Active
Montreal West,Quebec,,1867-08-06,1896-04-23,Not Active
Napierville,Quebec,,1867-08-06,1896-04-23,Not Active
Ottawa (County of),Quebec,,1867-08-06,1896-04-23,Not Active
Prince County,Prince Edward Island,,1873-06-26,1896-04-23,Not Active
Queen's,New Brunswick,,1867-08-06,1896-04-23,Not Active
Queen's County,Prince Edward Island,,1873-06-26,1896-04-23,Not Active
Queens,Nova Scotia,,1867-08-06,1896-04-23,Not Active
Saint Maurice,Quebec,,1867-08-06,1896-04-23,Not Active
Shelburne,Nova Scotia,,1867-08-06,1896-04-23,Not Active
St. John's,Quebec,,1867-08-06,1896-04-23,Not Active
Sunbury,New Brunswick,,1867-08-06,1896-04-23,Not Active
Three Rivers,Quebec,,1867-08-06,1896-04-23,Not Active
Verchères,Quebec,,1867-08-06,1896-04-23,Not Active
Wentworth North,Ontario,,1867-08-06,1896-04-23,Not Active
Yale,British Columbia,,1872-07-08,1896-04-23,Not Active
Haldimand,Ontario,,1867-08-06,1896-04-26,Not Active
Monck,Ontario,,1867-08-06,1898-04-23,Not Active
Addington,Ontario,,1867-08-06,1904-09-19,Not Active
Albert,New Brunswick,,1867-08-06,1904-09-19,Not Active
Algoma,Ontario,,1867-08-06,1904-09-19,Not Active
Bothwell,Ontario,,1867-08-06,1904-09-19,Not Active
Brant South,Ontario,,1867-08-06,1904-09-19,Not Active
Bruce East,Ontario,,1882-05-17,1904-09-19,Not Active
Bruce West,Ontario,,1882-05-17,1904-09-19,Not Active
Burrard,British Columbia,,1896-04-24,1904-09-19,Not Active
Cape Breton,Nova Scotia,,1867-08-06,1904-09-19,Not Active
Cardwell,Ontario,,1867-08-06,1904-09-19,Not Active
Cornwall and Stormont,Ontario,,1882-05-17,1904-09-19,Not Active
Durham East,Ontario,,1867-08-06,1904-09-19,Not Active
Durham West,Ontario,,1867-08-06,1904-09-19,Not Active
East Prince,Prince Edward Island,,1896-04-24,1904-09-19,Not Active
East Queen's,Prince Edward Island,,1896-04-24,1904-09-19,Not Active
Grenville South,Ontario,,1867-08-06,1904-09-19,Not Active
Haldimand and Monck,Ontario,,1896-04-24,1904-09-19,Not Active
Hamilton,Ontario,Hamilton,1867-08-06,1904-09-19,Not Active
Hastings North,Ontario,,1867-08-06,1904-09-19,Not Active
Kent,Ontario,,1867-08-06,1904-09-19,Not Active
King's,New Brunswick,,1867-08-06,1904-09-19,Not Active
Leeds North and Grenville North,Ontario,,1867-08-06,1904-09-19,Not Active
Leeds South,Ontario,,1867-08-06,1904-09-19,Not Active
Lennox,Ontario,,1867-08-06,1904-09-19,Not Active
Lincoln and Niagara,Ontario,,1882-05-17,1904-09-19,Not Active
Middlesex South,Ontario,,1882-05-17,1904-09-19,Not Active
Muskoka and Parry Sound,Ontario,,1882-05-17,1904-09-19,Not Active
Norfolk North,Ontario,,1867-08-06,1904-09-19,Not Active
Norfolk South,Ontario,,1867-08-06,1904-09-19,Not Active
Ontario West,Ontario,,1882-05-17,1904-09-19,Not Active
Prince Edward,Ontario,,1867-08-06,1904-09-19,Not Active
Toronto West,Ontario,Toronto (City),1867-08-06,1904-09-19,Not Active
Vancouver,British Columbia,Vancouver Region,1872-07-08,1904-09-19,Not Active
Victoria,Nova Scotia,,1867-08-06,1904-09-19,Not Active
Victoria,British Columbia,,1872-07-08,1904-09-19,Not Active
Victoria North,Ontario,,1867-08-06,1904-09-19,Not Active
Victoria South,Ontario,,1867-08-06,1904-09-19,Not Active
Wellington Centre,Ontario,,1867-08-06,1904-09-19,Not Active
Wentworth North and Brant,Ontario,,1896-04-24,1904-09-19,Not Active
Wentworth South,Ontario,,1867-08-06,1904-09-19,Not Active
West Prince,Prince Edward Island,,1896-04-24,1904-09-19,Not Active
West Queen's,Prince Edward Island,,1896-04-24,1904-09-19,Not Active
York East,Ontario,Toronto (City),1867-08-06,1904-09-19,Not Active
York West,Ontario,Toronto (City),1867-08-06,1904-09-19,Not Active
Strathcona,Saskatchewan,,1908-01-01,1908-01-01,Not Active
Alberta (Provisional District),Northwest Territories,,1886-06-02,1908-09-16,Not Active
Assiniboia East,Northwest Territories,,1886-06-02,1908-09-16,Not Active
Assiniboia West,Northwest Territories,,1886-06-02,1908-09-16,Not Active
Calgary,Northwest Territories,Calgary,1904-09-20,1908-09-16,Not Active
Edmonton,Northwest Territories,Edmonton,1904-09-20,1908-09-16,Not Active
Humboldt,Northwest Territories,,1904-09-20,1908-09-16,Not Active
Mackenzie,Northwest Territories,,1904-09-20,1908-09-16,Not Active
Qu'Appelle,Northwest Territories,,1904-09-20,1908-09-16,Not Active
Saskatchewan (Provisional District),Northwest Territories,,1886-06-02,1908-09-16,Not Active
Strathcona,Northwest Territories,,1904-09-20,1908-09-16,Not Active
Annapolis,Nova Scotia,,1867-08-06,1917-10-05,Not Active
Antigonish,Nova Scotia,,1867-08-06,1917-10-05,Not Active
Brockville,Ontario,,1867-08-06,1917-10-05,Not Active
Calgary,Alberta,Calgary,1908-09-17,1917-10-05,Not Active
Cape Breton South,Nova Scotia,,1904-09-20,1917-10-05,Not Active
Carleton,New Brunswick,,1867-08-06,1917-10-05,Not Active
Charlevoix,Quebec,,1867-08-06,1917-10-05,Not Active
Châteauguay,Quebec,Montreal Region,1867-08-06,1917-10-05,Not Active
Comox--Atlin,British Columbia,,1904-09-20,1917-10-05,Not Active
Digby,Nova Scotia,,1867-08-06,1917-10-05,Not Active
Edmonton,Alberta,Edmonton,1908-09-17,1917-10-05,Not Active
Glengarry,Ontario,,1867-08-06,1917-10-05,Not Active
Grey East,Ontario,,1872-07-08,1917-10-05,Not Active
Grey South,Ontario,,1867-08-06,1917-10-05,Not Active
Guysborough,Nova Scotia,,1867-08-06,1917-10-05,Not Active
Huntingdon,Quebec,,1867-08-06,1917-10-05,Not Active
Huron East,Ontario,,1882-05-17,1917-10-05,Not Active
Huron West,Ontario,,1882-05-17,1917-10-05,Not Active
Kent East,Ontario,,1904-09-20,1917-10-05,Not Active
Kent West,Ontario,,1904-09-20,1917-10-05,Not Active
King's and Albert,New Brunswick,,1904-09-20,1917-10-05,Not Active
Kootenay,British Columbia,,1904-09-20,1917-10-05,Not Active
L'Assomption,Quebec,,1867-08-06,1917-10-05,Not Active
Lanark North,Ontario,,1867-08-06,1917-10-05,Not Active
Lanark South,Ontario,,1867-08-06,1917-10-05,Not Active
Laval,Quebec,Laval,1867-08-06,1917-10-05,Not Active
Middlesex North,Ontario,,1867-08-06,1917-10-05,Not Active
Montcalm,Quebec,,1867-08-06,1917-10-05,Not Active
Montmorency,Quebec,,1867-08-06,1917-10-05,Not Active
Northumberland East,Ontario,,1867-08-06,1917-10-05,Not Active
Northumberland West,Ontario,,1867-08-06,1917-10-05,Not Active
Quebec-Centre,Quebec,Québec Region,1867-08-06,1917-10-05,Not Active
Restigouche,New Brunswick,,1867-08-06,1917-10-05,Not Active
Richmond,Nova Scotia,,1867-08-06,1917-10-05,Not Active
Rouville,Quebec,,1867-08-06,1917-10-05,Not Active
Soulanges,Quebec,,1867-08-06,1917-10-05,Not Active
St. Anne,Quebec,,1896-04-24,1917-10-05,Not Active
St. Hyacinthe,Quebec,,1867-08-06,1917-10-05,Not Active
St. John (City and County of),New Brunswick,,1867-08-06,1917-10-05,Not Active
St. John (City of ),New Brunswick,,1867-08-06,1917-10-05,Not Active
St. Lawrence,Quebec,,1896-04-24,1917-10-05,Not Active
Stormont,Ontario,,1904-09-20,1917-10-05,Not Active
Sunbury--Queen's,New Brunswick,,1896-04-24,1917-10-05,Not Active
Thunder Bay and Rainy River,Ontario,Thunder Bay,1904-09-20,1917-10-05,Not Active
Two Mountains,Quebec,,1867-08-06,1917-10-05,Not Active
Vancouver City,British Columbia,Vancouver Region,1904-09-20,1917-10-05,Not Active
Vaudreuil,Quebec,,1867-08-06,1917-10-05,Not Active
Victoria,New Brunswick,,1867-08-06,1917-10-05,Not Active
Winnipeg,Manitoba,Winnipeg,1882-05-17,1917-10-05,Not Active
Yale--Cariboo,British Columbia,,1896-04-24,1917-10-05,Not Active
Yarmouth,Nova Scotia,,1867-08-06,1917-10-05,Not Active
York,New Brunswick,,1867-08-06,1917-10-05,Not Active
York Centre,Ontario,Toronto (City),1904-09-20,1917-10-05,Not Active
Westminster District,British Columbia,,1917-10-06,1919-04-02,Not Active
Battleford,Saskatchewan,,1908-09-17,1925-09-04,Not Active
Berthier,Quebec,,1867-08-06,1925-09-04,Not Active
Brantford,Ontario,,1904-09-20,1925-09-04,Not Active
Brome,Quebec,,1867-08-06,1925-09-04,Not Active
Burrard,British Columbia,,1917-10-06,1925-09-04,Not Active
Cape Breton South and Richmond,Nova Scotia,,1917-10-06,1925-09-04,Not Active
Charlevoix--Montmorency,Quebec,,1917-10-06,1925-09-04,Not Active
Chicoutimi--Saguenay,Quebec,,1867-08-06,1925-09-04,Not Active
Digby and Annapolis,Nova Scotia,,1917-10-06,1925-09-04,Not Active
Dufferin,Ontario,,1904-09-20,1925-09-04,Not Active
Dundas,Ontario,,1867-08-06,1925-09-04,Not Active
East Calgary,Alberta,Calgary,1917-10-06,1925-09-04,Not Active
Elgin East,Ontario,,1867-08-06,1925-09-04,Not Active
Essex North,Ontario,,1882-05-17,1925-09-04,Not Active
Fort William and Rainy River,Ontario,,1917-10-06,1925-09-04,Not Active
Frontenac,Ontario,,1867-08-06,1925-09-04,Not Active
George-Étienne Cartier,Quebec,,1917-10-06,1925-09-04,Not Active
Glengarry and Stormont,Ontario,,1917-10-06,1925-09-04,Not Active
Grenville,Ontario,,1904-09-20,1925-09-04,Not Active
Hants,Nova Scotia,,1867-08-06,1925-09-04,Not Active
Hastings East,Ontario,,1867-08-06,1925-09-04,Not Active
Hastings West,Ontario,,1867-08-06,1925-09-04,Not Active
Kings,Nova Scotia,,1867-08-06,1925-09-04,Not Active
Kingston,Ontario,,1867-08-06,1925-09-04,Not Active
Lennox and Addington,Ontario,,1904-09-20,1925-09-04,Not Active
Lunenburg,Nova Scotia,,1867-08-06,1925-09-04,Not Active
Maskinongé,Quebec,,1867-08-06,1925-09-04,Not Active
Missisquoi,Quebec,,1867-08-06,1925-09-04,Not Active
Muskoka,Ontario,,1904-09-20,1925-09-04,Not Active
Norfolk,Ontario,,1904-09-20,1925-09-04,Not Active
North Battleford,Saskatchewan,,1917-10-06,1925-09-04,Not Active
North Cape Breton and Victoria,Nova Scotia,,1904-09-20,1925-09-04,Not Active
Ontario North,Ontario,,1867-08-06,1925-09-04,Not Active
Ontario South,Ontario,,1867-08-06,1925-09-04,Not Active
Peterborough East,Ontario,,1867-08-06,1925-09-04,Not Active
Port Arthur and Kenora,Ontario,,1917-10-06,1925-09-04,Not Active
Prince Edward,Ontario,,1904-09-20,1925-09-04,Not Active
Quebec County,Quebec,Québec Region,1867-08-06,1925-09-04,Not Active
Saltcoats,Saskatchewan,,1908-09-17,1925-09-04,Not Active
Shelburne and Queen's,Nova Scotia,,1896-04-24,1925-09-04,Not Active
Sherbrooke (Town of),Quebec,,1867-08-06,1925-09-04,Not Active
Simcoe South,Ontario,,1867-08-06,1925-09-04,Not Active
Strathcona,Alberta,,1908-09-17,1925-09-04,Not Active
Three Rivers and St. Maurice,Quebec,,1896-04-24,1925-09-04,Not Active
Timiskaming,Ontario,,1917-10-06,1925-09-04,Not Active
Toronto Centre,Ontario,Toronto (City),1872-07-08,1925-09-04,Not Active
Toronto North,Ontario,Toronto (City),1904-09-20,1925-09-04,Not Active
Toronto West,Ontario,Toronto (City),1904-09-20,1925-09-04,Not Active
Victoria,Alberta,,1908-09-17,1925-09-04,Not Active
Victoria City,British Columbia,,1904-09-20,1925-09-04,Not Active
Westmount--St. Henri,Quebec,,1917-10-06,1925-09-04,Not Active
Winnipeg Centre,Manitoba,Winnipeg,1917-10-06,1925-09-04,Not Active
Yarmouth and Clare,Nova Scotia,,1917-10-06,1925-09-04,Not Active
York East,Ontario,Toronto (City),1917-10-06,1925-09-04,Not Active
Bagot,Quebec,,1867-08-06,1935-08-13,Not Active
Beauharnois,Quebec,,1867-08-06,1935-08-13,Not Active
Bruce North,Ontario,,1867-08-06,1935-08-13,Not Active
Bruce South,Ontario,,1904-09-20,1935-08-13,Not Active
Cape Breton North--Victoria,Nova Scotia,,1925-09-05,1935-08-13,Not Active
Chambly--Verchères,Quebec,,1893-04-01,1935-08-13,Not Active
Colchester,Nova Scotia,,1867-08-06,1935-08-13,Not Active
Digby--Annapolis,Nova Scotia,,1925-09-05,1935-08-13,Not Active
Elgin West,Ontario,,1867-08-06,1935-08-13,Not Active
Grey Southeast,Ontario,,1917-10-06,1935-08-13,Not Active
Hants--Kings,Nova Scotia,,1925-09-05,1935-08-13,Not Active
Huron South,Ontario,,1867-08-06,1935-08-13,Not Active
Inverness,Nova Scotia,,1867-08-06,1935-08-13,Not Active
Joliette,Quebec,,1867-08-06,1935-08-13,Not Active
L'Assomption--Montcalm,Quebec,,1917-10-06,1935-08-13,Not Active
L'Islet,Quebec,,1867-08-06,1935-08-13,Not Active
Lake St. John,Quebec,,1925-09-05,1935-08-13,Not Active
Lambton East,Ontario,,1882-05-17,1935-08-13,Not Active
Laprairie--Napierville,Quebec,,1896-04-24,1935-08-13,Not Active
Last Mountain,Saskatchewan,,1917-10-06,1935-08-13,Not Active
Laurier--Outremont,Quebec,,1917-10-06,1935-08-13,Not Active
Long Lake,Saskatchewan,,1925-09-05,1935-08-13,Not Active
Maisonneuve,Quebec,,1896-04-24,1935-08-13,Not Active
Matane,Quebec,,1917-10-06,1935-08-13,Not Active
Mégantic,Quebec,,1867-08-06,1935-08-13,Not Active
Montmagny,Quebec,,1867-08-06,1935-08-13,Not Active
Nelson,Manitoba,,1917-10-06,1935-08-13,Not Active
Nicolet,Quebec,,1867-08-06,1935-08-13,Not Active
Norfolk--Elgin,Ontario,,1925-09-05,1935-08-13,Not Active
Ottawa (City of),Ontario,,1867-08-06,1935-08-13,Not Active
Oxford North,Ontario,,1867-08-06,1935-08-13,Not Active
Oxford South,Ontario,,1867-08-06,1935-08-13,Not Active
Perth North,Ontario,,1867-08-06,1935-08-13,Not Active
Perth South,Ontario,,1867-08-06,1935-08-13,Not Active
Port Arthur--Thunder Bay,Ontario,Thunder Bay,1925-09-05,1935-08-13,Not Active
Quebec West,Quebec,Québec Region,1867-08-06,1935-08-13,Not Active
Regina,Saskatchewan,Regina,1908-09-17,1935-08-13,Not Active
Richelieu,Quebec,,1867-08-06,1935-08-13,Not Active
Richmond--West Cape Breton,Nova Scotia,,1925-09-05,1935-08-13,Not Active
Rosetown,Saskatchewan,,1925-09-05,1935-08-13,Not Active
Saskatoon,Saskatchewan,Saskatoon,1908-09-17,1935-08-13,Not Active
Shelburne--Yarmouth,Nova Scotia,,1925-09-05,1935-08-13,Not Active
South Battleford,Saskatchewan,,1925-09-05,1935-08-13,Not Active
St. Antoine,Quebec,,1896-04-24,1935-08-13,Not Active
St. Henri,Quebec,,1925-09-05,1935-08-13,Not Active
St. Hyacinthe--Rouville,Quebec,,1917-10-06,1935-08-13,Not Active
St. Johns--Iberville,Quebec,,1896-04-24,1935-08-13,Not Active
Three Rivers--St. Maurice,Quebec,,1925-09-05,1935-08-13,Not Active
Timiskaming North,Ontario,,1925-09-05,1935-08-13,Not Active
Timiskaming South,Ontario,,1925-09-05,1935-08-13,Not Active
Toronto East,Ontario,Toronto (City),1867-08-06,1935-08-13,Not Active
Toronto East Centre,Ontario,Toronto (City),1925-09-05,1935-08-13,Not Active
Toronto Northeast,Ontario,Toronto (City),1925-09-05,1935-08-13,Not Active
Toronto Northwest,Ontario,Toronto (City),1925-09-05,1935-08-13,Not Active
Toronto South,Ontario,Toronto (City),1904-09-20,1935-08-13,Not Active
Toronto West Centre,Ontario,Toronto (City),1925-09-05,1935-08-13,Not Active
Toronto--High Park,Ontario,Toronto (City),1925-09-05,1935-08-13,Not Active
Toronto--Scarborough,Ontario,Scarborough,1925-09-05,1935-08-13,Not Active
Willow Bunch,Saskatchewan,,1925-09-05,1935-08-13,Not Active
Yamaska,Quebec,,1867-08-06,1935-08-13,Not Active
Argenteuil,Quebec,,1867-08-06,1949-04-29,Not Active
Beauharnois--Laprairie,Quebec,,1935-08-14,1949-04-29,Not Active
Brant,Ontario,,1904-09-20,1949-04-29,Not Active
Brantford City,Ontario,,1925-09-05,1949-04-29,Not Active
Charlevoix--Saguenay,Quebec,,1925-09-05,1949-04-29,Not Active
Châteauguay--Huntingdon,Quebec,,1917-10-06,1949-04-29,Not Active
Compton,Quebec,,1867-08-06,1949-04-29,Not Active
Digby--Annapolis--Kings,Nova Scotia,,1935-08-14,1949-04-29,Not Active
Lake St-John--Roberval,Quebec,,1935-08-14,1949-04-29,Not Active
Laval--Two Mountains,Quebec,Laval,1917-10-06,1949-04-29,Not Active
Macdonald,Manitoba,,1896-04-24,1949-04-29,Not Active
Mégantic--Frontenac,Quebec,,1935-08-14,1949-04-29,Not Active
Muskoka--Ontario,Ontario,,1925-09-05,1949-04-29,Not Active
Neepawa,Manitoba,,1917-10-06,1949-04-29,Not Active
North Battleford,Saskatchewan,,1925-09-05,1949-04-29,Not Active
Outremont,Quebec,Montreal Island,1935-08-14,1949-04-29,Not Active
Parry Sound,Ontario,,1904-09-20,1949-04-29,Not Active
Pontiac,Quebec,,1867-08-06,1949-04-29,Not Active
Portage la Prairie,Manitoba,,1904-09-20,1949-04-29,Not Active
Quebec West and South,Quebec,Québec Region,1935-08-14,1949-04-29,Not Active
Queens--Lunenburg,Nova Scotia,,1925-09-05,1949-04-29,Not Active
Saskatoon City,Saskatchewan,Saskatoon,1935-08-14,1949-04-29,Not Active
Shelburne--Yarmouth--Clare,Nova Scotia,,1935-08-14,1949-04-29,Not Active
St-Maurice--Laflèche,Quebec,,1935-08-14,1949-04-29,Not Active
St. Ann,Quebec,,1917-10-06,1949-04-29,Not Active
St. Antoine--Westmount,Quebec,,1935-08-14,1949-04-29,Not Active
St. Boniface,Manitoba,Winnipeg,1925-09-05,1949-04-29,Not Active
St. Denis,Quebec,,1917-10-06,1949-04-29,Not Active
St. Henry,Quebec,,1935-08-14,1949-04-29,Not Active
St. Hyacinthe--Bagot,Quebec,,1935-08-14,1949-04-29,Not Active
St. James,Quebec,,1896-04-24,1949-04-29,Not Active
St. Johns--Iberville--Napierville,Quebec,,1935-08-14,1949-04-29,Not Active
St. Lawrence--St. George,Quebec,,1917-10-06,1949-04-29,Not Active
St. Mary,Quebec,,1896-04-24,1949-04-29,Not Active
Three Rivers,Quebec,,1935-08-14,1949-04-29,Not Active
Vancouver North,British Columbia,Vancouver Region,1925-09-05,1949-04-29,Not Active
Verdun,Quebec,,1935-08-14,1949-04-29,Not Active
Weyburn,Saskatchewan,,1917-10-06,1949-04-29,Not Active
Wood Mountain,Saskatchewan,,1935-08-14,1949-04-29,Not Active
Wright,Quebec,,1896-04-24,1949-04-29,Not Active
Yukon,Yukon,,1902-01-01,1949-04-29,Not Active
Swift Current,Saskatchewan,,1917-10-06,1953-02-10,Not Active
Annapolis--Kings,Nova Scotia,,1949-04-30,1953-06-12,Not Active
Battle River,Alberta,,1917-10-06,1953-06-12,Not Active
Beauharnois,Quebec,,1949-04-30,1953-06-12,Not Active
Berthier--Maskinongé,Quebec,,1925-09-05,1953-06-12,Not Active
Brandon,Manitoba,,1896-04-24,1953-06-12,Not Active
Brant--Wentworth,Ontario,,1949-04-30,1953-06-12,Not Active
Calgary East,Alberta,Calgary,1925-09-05,1953-06-12,Not Active
Calgary West,Alberta,Calgary,1917-10-06,1953-06-12,Not Active
Camrose,Alberta,,1925-09-05,1953-06-12,Not Active
Digby--Yarmouth,Nova Scotia,,1949-04-30,1953-06-12,Not Active
Frontenac--Addington,Ontario,,1925-09-05,1953-06-12,Not Active
Glengarry,Ontario,,1925-09-05,1953-06-12,Not Active
Grand Falls--White Bay,Newfoundland and Labrador,,1949-04-30,1953-06-12,Not Active
Haldimand,Ontario,,1904-09-20,1953-06-12,Not Active
Hastings--Peterborough,Ontario,,1925-09-05,1953-06-12,Not Active
Humboldt,Saskatchewan,,1908-09-17,1953-06-12,Not Active
Huron North,Ontario,,1917-10-06,1953-06-12,Not Active
Huron--Perth,Ontario,,1935-08-14,1953-06-12,Not Active
Jacques Cartier,Quebec,,1867-08-06,1953-06-12,Not Active
Kingston City,Ontario,,1925-09-05,1953-06-12,Not Active
Lake Centre,Saskatchewan,,1935-08-14,1953-06-12,Not Active
Lunenburg,Nova Scotia,,1949-04-30,1953-06-12,Not Active
Maple Creek,Saskatchewan,,1917-10-06,1953-06-12,Not Active
Melfort,Saskatchewan,,1925-09-05,1953-06-12,Not Active
Moose Jaw,Saskatchewan,,1908-09-17,1953-06-12,Not Active
Norquay,Manitoba,,1949-04-30,1953-06-12,Not Active
Peterborough West,Ontario,,1867-08-06,1953-06-12,Not Active
Prescott,Ontario,,1867-08-06,1953-06-12,Not Active
Queens--Shelburne,Nova Scotia,,1949-04-30,1953-06-12,Not Active
Souris,Manitoba,,1904-09-20,1953-06-12,Not Active
St-Denis,Quebec,Montreal Island,1949-04-30,1953-06-12,Not Active
St-Henri,Quebec,,1949-04-30,1953-06-12,Not Active
St. Ann,Quebec,,1949-04-30,1953-06-12,Not Active
St. Antoine--Westmount,Quebec,,1949-04-30,1953-06-12,Not Active
St. Boniface,Manitoba,Winnipeg,1949-04-30,1953-06-12,Not Active
St. James,Quebec,,1949-04-30,1953-06-12,Not Active
St. John's East,Newfoundland and Labrador,St. John's (NF),1949-04-30,1953-06-12,Not Active
St. John's West,Newfoundland and Labrador,St. John's (NF),1949-04-30,1953-06-12,Not Active
St. Lawrence--St. George,Quebec,,1949-04-30,1953-06-12,Not Active
St. Mary,Quebec,,1949-04-30,1953-06-12,Not Active
Verdun--La Salle,Quebec,,1949-04-30,1953-06-12,Not Active
Wellington North,Ontario,,1867-08-06,1953-06-12,Not Active
Yale,British Columbia,,1917-10-06,1953-06-12,Not Active
Yukon--Mackenzie River,Northwest Territories,,1949-04-30,1953-06-12,Not Active
Northumberland,New Brunswick,,1867-08-06,1955-03-23,Not Active
Témiscouata,Quebec,,1867-08-06,1959-06-03,Not Active
Humboldt--Melfort,Saskatchewan,,1953-06-13,1961-05-31,Not Active
Mackenzie River,Northwest Territories,,1953-06-13,1962-04-07,Not Active
Nanaimo,British Columbia,,1904-09-20,1962-04-07,Not Active
Acadia,Alberta,,1925-09-05,1968-04-22,Not Active
Algoma East,Ontario,,1904-09-20,1968-04-22,Not Active
Algoma West,Ontario,,1904-09-20,1968-04-22,Not Active
Antigonish--Guysborough,Nova Scotia,,1917-10-06,1968-04-22,Not Active
Argenteuil--Deux-Montagnes,Quebec,,1949-04-30,1968-04-22,Not Active
Athabaska,Alberta,,1925-09-05,1968-04-22,Not Active
Battle River--Camrose,Alberta,,1953-06-13,1968-04-22,Not Active
Beauharnois--Salaberry,Quebec,,1953-06-13,1968-04-22,Not Active
Berthier--Maskinongé--de Lanaudière,Quebec,,1953-06-13,1968-04-22,Not Active
Bonavista--Twillingate,Newfoundland and Labrador,,1949-04-30,1968-04-22,Not Active
Bow River,Alberta,,1917-10-06,1968-04-22,Not Active
Brant--Haldimand,Ontario,,1953-06-13,1968-04-22,Not Active
Brantford,Ontario,,1949-04-30,1968-04-22,Not Active
Brome--Missisquoi,Quebec,,1925-09-05,1968-04-22,Not Active
Burnaby--Coquitlam,British Columbia,,1953-06-13,1968-04-22,Not Active
Cape Breton North and Victoria,Nova Scotia,,1935-08-14,1968-04-22,Not Active
Cape Breton South,Nova Scotia,,1925-09-05,1968-04-22,Not Active
Cariboo,British Columbia,,1917-10-06,1968-04-22,Not Active
Carleton,Ontario,,1867-08-06,1968-04-22,Not Active
Cartier,Quebec,,1925-09-05,1968-04-22,Not Active
Chambly--Rouville,Quebec,,1935-08-14,1968-04-22,Not Active
Chapleau,Quebec,,1935-08-14,1968-04-22,Not Active
Charlotte,New Brunswick,,1867-08-06,1968-04-22,Not Active
Châteauguay--Huntingdon--Laprairie,Quebec,,1949-04-30,1968-04-22,Not Active
Coast-Capilano,British Columbia,,1949-04-30,1968-04-22,Not Active
Colchester--Hants,Nova Scotia,,1935-08-14,1968-04-22,Not Active
Compton--Frontenac,Quebec,,1949-04-30,1968-04-22,Not Active
Cumberland,Nova Scotia,,1867-08-06,1968-04-22,Not Active
Danforth,Ontario,,1935-08-14,1968-04-22,Not Active
Digby--Annapolis--Kings,Nova Scotia,,1953-06-13,1968-04-22,Not Active
Dorchester,Quebec,,1867-08-06,1968-04-22,Not Active
Drummond--Arthabaska,Quebec,,1867-08-06,1968-04-22,Not Active
Dufferin--Simcoe,Ontario,,1925-09-05,1968-04-22,Not Active
Durham,Ontario,,1904-09-20,1968-04-22,Not Active
Essex East,Ontario,,1925-09-05,1968-04-22,Not Active
Essex South,Ontario,,1882-05-17,1968-04-22,Not Active
Essex West,Ontario,,1925-09-05,1968-04-22,Not Active
Fraser Valley,British Columbia,,1919-04-03,1968-04-22,Not Active
Grenville--Dundas,Ontario,,1925-09-05,1968-04-22,Not Active
Grey North,Ontario,,1867-08-06,1968-04-22,Not Active
Grey--Bruce,Ontario,,1935-08-14,1968-04-22,Not Active
Hamilton South,Ontario,Hamilton,1953-06-13,1968-04-22,Not Active
Hastings South,Ontario,,1925-09-05,1968-04-22,Not Active
Hastings--Frontenac,Ontario,,1953-06-13,1968-04-22,Not Active
Humber--St. George's,Newfoundland and Labrador,,1949-04-30,1968-04-22,Not Active
Humboldt--Melfort--Tisdale,Saskatchewan,,1961-06-01,1968-04-22,Not Active
Îles-de-la-Madeleine,Quebec,,1949-04-30,1968-04-22,Not Active
Inverness--Richmond,Nova Scotia,,1935-08-14,1968-04-22,Not Active
Jacques-Cartier--Lasalle,Quebec,,1953-06-13,1968-04-22,Not Active
Jasper--Edson,Alberta,,1935-08-14,1968-04-22,Not Active
Joliette--l'Assomption--Montcalm,Quebec,,1935-08-14,1968-04-22,Not Active
Kamloops,British Columbia,,1935-08-14,1968-04-22,Not Active
Kent,New Brunswick,,1867-08-06,1968-04-22,Not Active
Kent,Ontario,,1917-10-06,1968-04-22,Not Active
Kindersley,Saskatchewan,,1917-10-06,1968-04-22,Not Active
King's,Prince Edward Island,,1896-04-24,1968-04-22,Not Active
Kingston,Ontario,,1953-06-13,1968-04-22,Not Active
